d2a7f7cc-c07f-4cb5-b24b-251664d63116,0.009,Wheat
9fcfc17b-5ee0-4709-864a-8d6965ea644c,1.5,Corn
c9bd68e7-687c-43d1-9f40-90d1e4402783,0.48,Arugula
a07a1971-4cd5-4e55-bd39-c275d924bac2,1.2,Corn
0ea1951d-65ba-4f1b-8f9a-9d0c28b194b8,0.017,S.cerevisiae
9f779f1c-f85f-4eac-975c-13d6d67564ae,0.003,S.cerevisiae
dc43aebb-8747-4b86-96a6-a198d5a5e3b8,4.3,Wheat
c62f2088-fedc-4973-9b24-d1feaa146898,2.1,Wheat
127c3508-a9f0-4017-ab50-3755c863461c,3.4,Corn
fe9c62aa-9d50-4515-b5be-ac9d8e2c5e2e,0.98,Wheat
1b66efd1-26e3-4d46-9e6b-9e66d9a9e936,1.2,Corn
88a793ee-ff89-4a39-856d-24b7eaa605d9,0.34,Arugula
a5149d47-117a-4507-9fbe-2ee1d3754e6d,0.99,Arugula
82f3dba5-f9f7-4842-b2ff-00ae41e67d43,1.6,Wheat
afe36b35-f215-409e-90d7-a12af26960bd,1.0,Corn
f541d486-15bf-4eda-bbbd-16ff7edabc9b,7.5,Corn
3416036c-28bf-4d91-ad8c-5338d0ab26ea,0.34,S.cerevisiae
16606b84-592a-475f-a7a0-7cf7a2f24ffc,0.072,Tomato
30397693-0c97-40c2-ac45-2d114420b3bc,0.18,Wheat
a1b1e00e-f06d-421f-ac5f-0f3e06bf33b7,0.55,Arugula
a817edc8-10ed-47bd-be4c-b140589881b5,0.76,Corn
6e163e74-d727-4954-a81f-4ce7e612c9f2,0.54,Tomato
e25cf8eb-996f-495c-b43c-7acce50b0b4c,0.41,Corn
aad349a4-ddc7-438e-bfdc-c07724215976,0.22,Corn
7123dc79-a6c9-4056-9cea-5e84632f3c1a,0.80,Wheat
fd9f42b7-c667-41cb-93e0-3627a955c578,1.00,Corn
c58ed3f3-0c01-420b-9f29-0ec6e965f76c,0.51,Arugula
5a0b19c9-78f4-4d94-9ef2-534fc0f3e748,0.10,Arugula
20e3b650-e38d-431b-bdca-59437c728531,1.1,Corn
3dba633e-ae13-494e-ba6c-a0feac2da384,7.1,Corn
53fb88a0-5d0b-4a5a-b178-f14a1481258f,0.19,Wheat
